EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,P2030,P2040,P2050,P2060,P2070,P2080
1946,"MINING, HUTCHINSON",MINING,A,HUTCHINSON,N,0,0,0,0,0,0
1947,"MINING, IRION",MINING,F,IRION,N,0,0,0,0,0,0
1948,"MINING, JACK",MINING,C,JACK,N,0,0,0,0,0,0
1950,"MINING, JASPER",MINING,I,JASPER,N,0,0,0,0,0,0
1951,"MINING, JEFFERSON",MINING,I,JEFFERSON,N,0,0,0,0,0,0
1952,"MINING, JIM HOGG",MINING,M,JIM HOGG,N,0,0,0,0,0,0
1954,"MINING, JOHNSON",MINING,G,JOHNSON,N,0,0,0,0,0,0
1955,"MINING, JONES",MINING,G,JONES,N,0,0,0,0,0,0
1956,"MINING, KARNES",MINING,L,KARNES,N,0,0,0,0,0,0
1957,"MINING, KAUFMAN",MINING,C,KAUFMAN,N,0,0,0,0,0,0
1959,"MINING, KENEDY",MINING,N,KENEDY,N,0,0,0,0,0,0
1960,"MINING, KENT",MINING,G,KENT,N,0,0,0,0,0,0
1961,"MINING, KERR",MINING,J,KERR,N,0,0,0,0,0,0
1962,"MINING, KIMBLE",MINING,F,KIMBLE,N,0,0,0,0,0,0
1963,"MINING, KLEBERG",MINING,N,KLEBERG,N,0,0,0,0,0,0
1967,"MINING, LAMPASAS",MINING,G,LAMPASAS,N,0,0,0,0,0,0
1968,"MINING, LAVACA",MINING,P,LAVACA,N,0,0,0,0,0,0
1969,"MINING, LEE",MINING,G,LEE,N,0,0,0,0,0,0
1970,"MINING, LEON",MINING,H,LEON,N,0,0,0,0,0,0
1971,"MINING, LIBERTY",MINING,H,LIBERTY,N,0,0,0,0,0,0
1972,"MINING, LIMESTONE",MINING,G,LIMESTONE,N,0,0,0,0,0,0
1973,"MINING, LIPSCOMB",MINING,A,LIPSCOMB,N,0,0,0,0,0,0
1974,"MINING, LIVE OAK",MINING,N,LIVE OAK,N,0,0,0,0,0,0
1975,"MINING, LLANO",MINING,K,LLANO,N,0,0,0,0,0,0
1976,"MINING, LOVING",MINING,F,LOVING,N,0,0,0,0,0,0
1977,"MINING, LUBBOCK",MINING,O,LUBBOCK,N,0,0,0,0,0,0
1978,"MINING, LYNN",MINING,O,LYNN,N,0,0,0,0,0,0
1979,"MINING, MCCULLOCH",MINING,F,MCCULLOCH,N,0,0,0,0,0,0
1980,"MINING, MCLENNAN",MINING,G,MCLENNAN,N,0,0,0,0,0,0
1981,"MINING, MCMULLEN",MINING,N,MCMULLEN,N,0,0,0,0,0,0
1982,"MINING, MADISON",MINING,H,MADISON,N,0,0,0,0,0,0
1983,"MINING, MARION",MINING,D,MARION,N,0,0,0,0,0,0
1984,"MINING, MARTIN",MINING,F,MARTIN,N,0,0,0,0,0,0
1985,"MINING, MASON",MINING,F,MASON,N,0,0,0,0,0,0
1986,"MINING, MATAGORDA",MINING,K,MATAGORDA,N,0,0,0,0,0,0
1987,"MINING, MAVERICK",MINING,M,MAVERICK,N,0,0,0,0,0,0
1988,"MINING, MEDINA",MINING,L,MEDINA,N,0,0,0,0,0,0
1989,"MINING, MIDLAND",MINING,F,MIDLAND,N,0,0,0,0,0,0
1990,"MINING, MILAM",MINING,G,MILAM,N,0,0,0,0,0,0
1991,"MINING, MITCHELL",MINING,F,MITCHELL,N,0,0,0,0,0,0
1992,"MINING, MONTAGUE",MINING,B,MONTAGUE,N,0,0,0,0,0,0
1993,"MINING, MONTGOMERY",MINING,H,MONTGOMERY,N,0,0,0,0,0,0
1994,"MINING, MOORE",MINING,A,MOORE,N,0,0,0,0,0,0
1997,"MINING, NACOGDOCHES",MINING,I,NACOGDOCHES,N,0,0,0,0,0,0
1998,"MINING, NAVARRO",MINING,C,NAVARRO,N,0,0,0,0,0,0
1999,"MINING, NEWTON",MINING,I,NEWTON,N,0,0,0,0,0,0
2000,"MINING, NOLAN",MINING,G,NOLAN,N,0,0,0,0,0,0
2001,"MINING, NUECES",MINING,N,NUECES,N,0,0,0,0,0,0
2002,"MINING, OCHILTREE",MINING,A,OCHILTREE,N,0,0,0,0,0,0
2003,"MINING, OLDHAM",MINING,A,OLDHAM,N,0,0,0,0,0,0
2004,"MINING, ORANGE",MINING,I,ORANGE,N,0,0,0,0,0,0
2005,"MINING, PALO PINTO",MINING,G,PALO PINTO,N,0,0,0,0,0,0
2006,"MINING, PANOLA",MINING,I,PANOLA,N,0,0,0,0,0,0
2007,"MINING, PARKER",MINING,C,PARKER,N,0,0,0,0,0,0
2008,"MINING, PECOS",MINING,F,PECOS,N,0,0,0,0,0,0
2009,"MINING, POLK",MINING,H,POLK,Y,0,0,0,0,0,0
2009,"MINING, POLK",MINING,I,POLK,Y,0,0,0,0,0,0
2010,"MINING, POTTER",MINING,A,POTTER,N,0,0,0,0,0,0
2013,"MINING, REAGAN",MINING,F,REAGAN,N,0,0,0,0,0,0
2015,"MINING, REEVES",MINING,F,REEVES,N,0,0,0,0,0,0
2017,"MINING, ROBERTS",MINING,A,ROBERTS,N,0,0,0,0,0,0
2018,"MINING, ROBERTSON",MINING,G,ROBERTSON,N,0,0,0,0,0,0
2021,"MINING, RUSK",MINING,I,RUSK,N,0,0,0,0,0,0
2022,"MINING, SAN JACINTO",MINING,H,SAN JACINTO,N,0,0,0,0,0,0
2023,"MINING, SAN PATRICIO",MINING,N,SAN PATRICIO,N,0,0,0,0,0,0
2025,"MINING, SCHLEICHER",MINING,F,SCHLEICHER,N,0,0,0,0,0,0
2026,"MINING, SCURRY",MINING,F,SCURRY,N,0,0,0,0,0,0
2028,"MINING, SHERMAN",MINING,A,SHERMAN,N,0,0,0,0,0,0
2029,"MINING, SMITH",MINING,I,SMITH,N,0,0,0,0,0,0
2030,"MINING, SOMERVELL",MINING,G,SOMERVELL,N,0,0,0,0,0,0
2031,"MINING, STARR",MINING,M,STARR,N,0,0,0,0,0,0
2032,"MINING, STEPHENS",MINING,G,STEPHENS,N,0,0,0,0,0,0
2033,"MINING, STERLING",MINING,F,STERLING,N,0,0,0,0,0,0
2034,"MINING, STONEWALL",MINING,G,STONEWALL,N,0,0,0,0,0,0
2035,"MINING, SUTTON",MINING,F,SUTTON,N,0,0,0,0,0,0
2036,"MINING, TARRANT",MINING,C,TARRANT,N,0,0,0,0,0,0
2037,"MINING, TAYLOR",MINING,G,TAYLOR,N,0,0,0,0,0,0
2038,"MINING, TERRELL",MINING,E,TERRELL,N,0,0,0,0,0,0
2039,"MINING, TERRY",MINING,O,TERRY,N,0,0,0,0,0,0
2040,"MINING, THROCKMORTON",MINING,G,THROCKMORTON,N,0,0,0,0,0,0
2042,"MINING, TOM GREEN",MINING,F,TOM GREEN,N,0,0,0,0,0,0
2043,"MINING, TRAVIS",MINING,K,TRAVIS,N,0,0,0,0,0,0
2044,"MINING, TRINITY",MINING,H,TRINITY,Y,0,0,0,0,0,0
2044,"MINING, TRINITY",MINING,I,TRINITY,Y,0,0,0,0,0,0
2045,"MINING, UPSHUR",MINING,D,UPSHUR,N,0,0,0,0,0,0
2046,"MINING, UPTON",MINING,F,UPTON,N,0,0,0,0,0,0
2047,"MINING, UVALDE",MINING,L,UVALDE,N,0,0,0,0,0,0
2048,"MINING, VAL VERDE",MINING,J,VAL VERDE,N,0,0,0,0,0,0
2049,"MINING, VAN ZANDT",MINING,D,VAN ZANDT,N,0,0,0,0,0,0
2050,"MINING, VICTORIA",MINING,L,VICTORIA,N,0,0,0,0,0,0
2051,"MINING, WALKER",MINING,H,WALKER,N,0,0,0,0,0,0
2052,"MINING, WALLER",MINING,H,WALLER,N,0,0,0,0,0,0
2053,"MINING, WARD",MINING,F,WARD,N,0,0,0,0,0,0
2054,"MINING, WASHINGTON",MINING,G,WASHINGTON,N,0,0,0,0,0,0
2055,"MINING, WEBB",MINING,M,WEBB,N,0,0,0,0,0,0
2056,"MINING, WHARTON",MINING,K,WHARTON,N,0,0,0,0,0,0
2057,"MINING, WHEELER",MINING,A,WHEELER,N,0,0,0,0,0,0
2058,"MINING, WICHITA",MINING,B,WICHITA,N,0,0,0,0,0,0
2059,"MINING, WILBARGER",MINING,B,WILBARGER,N,0,0,0,0,0,0
2060,"MINING, WILLACY",MINING,M,WILLACY,N,0,0,0,0,0,0
2061,"MINING, WILLIAMSON",MINING,G,WILLIAMSON,Y,0,0,0,0,0,0
2061,"MINING, WILLIAMSON",MINING,K,WILLIAMSON,Y,0,0,0,0,0,0
2062,"MINING, WILSON",MINING,L,WILSON,N,0,0,0,0,0,0
2063,"MINING, WINKLER",MINING,F,WINKLER,N,0,0,0,0,0,0
2064,"MINING, WISE",MINING,C,WISE,N,0,0,0,0,0,0
2065,"MINING, WOOD",MINING,D,WOOD,N,0,0,0,0,0,0
2066,"MINING, YOAKUM",MINING,O,YOAKUM,N,0,0,0,0,0,0
2067,"MINING, YOUNG",MINING,G,YOUNG,N,0,0,0,0,0,0
2068,"MINING, ZAPATA",MINING,M,ZAPATA,N,0,0,0,0,0,0
2069,"MINING, ZAVALA",MINING,L,ZAVALA,N,0,0,0,0,0,0
2070,MISSION,MUNICIPAL,M,HIDALGO,N,88336,93383,96747,99076,101437,103831
2072,MOFFAT WSC,MUNICIPAL,G,BELL,N,2066,1844,1646,1469,1311,1170
2073,MONAHANS,MUNICIPAL,F,WARD,N,8438,9548,10705,11720,12826,14030
2074,MONT BELVIEU,MUNICIPAL,H,CHAMBERS,N,11343,14480,15162,18748,22674,27175
2075,MONTGOMERY COUNTY MUD 18,MUNICIPAL,H,MONTGOMERY,N,4706,5005,5187,5359,5532,5712
2076,MONTGOMERY COUNTY MUD 19,MUNICIPAL,H,MONTGOMERY,N,2755,2801,2824,2847,2847,2864
2077,MONTGOMERY COUNTY MUD 8,MUNICIPAL,H,MONTGOMERY,N,4127,4286,4430,4577,4726,4881
2078,MONTGOMERY COUNTY MUD 9,MUNICIPAL,H,MONTGOMERY,N,4886,5025,5202,5384,5569,5761
2079,MONTGOMERY COUNTY UD 2,MUNICIPAL,H,MONTGOMERY,N,1640,1886,1941,1998,2055,2114
2080,MONTGOMERY COUNTY UD 3,MUNICIPAL,H,MONTGOMERY,N,2259,2338,2432,2529,2627,2726
2081,MONTGOMERY COUNTY UD 4,MUNICIPAL,H,MONTGOMERY,N,3445,3561,3696,3837,3979,4126
2082,MONTGOMERY COUNTY WCID 1,MUNICIPAL,H,MONTGOMERY,N,5662,6314,6492,6519,6666,6795
2083,MOODY,MUNICIPAL,G,MCLENNAN,N,1868,2118,2368,2618,2868,3118
2085,MORTON PWS,MUNICIPAL,O,COCHRAN,N,1470,1377,1285,1198,1110,1017
2086,MOULTON,MUNICIPAL,P,LAVACA,N,776,746,717,689,662,636
2088,MOUNT VERNON,MUNICIPAL,D,FRANKLIN,N,2444,2429,2397,2415,2432,2449
2090,MOUNTAIN PEAK SUD,MUNICIPAL,C,ELLIS,Y,21088,28150,35829,43651,52242,61684
2090,MOUNTAIN PEAK SUD,MUNICIPAL,G,JOHNSON,Y,4710,5852,7271,9035,11226,13949
2092,MUENSTER,MUNICIPAL,C,COOKE,N,2139,2139,2139,2139,2139,2139
2093,MULESHOE,MUNICIPAL,O,BAILEY,N,5096,5230,5351,5525,5764,6094
2094,MUNDAY,MUNICIPAL,G,KNOX,N,1162,1178,1199,1210,1239,1292
2095,MURCHISON,MUNICIPAL,I,HENDERSON,N,576,567,600,607,613,619
2096,MURPHY,MUNICIPAL,C,COLLIN,N,21373,21822,24104,26718,29564,31653
2099,NAPLES,MUNICIPAL,D,MORRIS,N,1399,1389,1383,1372,1364,1356
2100,NASH,MUNICIPAL,D,BOWIE,N,4160,4133,4093,4031,3968,3905
2101,NASSAU BAY,MUNICIPAL,H,HARRIS,N,5405,5467,5494,5513,5532,5514
2102,NATALIA,MUNICIPAL,L,MEDINA,N,1134,1101,1155,1187,1192,1162
2103,NAVARRO MILLS WSC,MUNICIPAL,C,NAVARRO,Y,2814,3021,3193,3343,3507,3689
2103,NAVARRO MILLS WSC,MUNICIPAL,G,HILL,Y,17,19,18,19,19,20
2104,NAVASOTA,MUNICIPAL,G,GRIMES,N,7917,8239,8513,8722,8956,9216
2105,NEDERLAND,MUNICIPAL,I,JEFFERSON,N,19417,19612,19557,19321,19088,18859
2106,NEEDVILLE,MUNICIPAL,H,FORT BEND,N,3261,5267,6147,6332,6390,6418
2107,NEVADA SUD,MUNICIPAL,C,COLLIN,Y,5579,7080,10527,22206,39638,53270
2107,NEVADA SUD,MUNICIPAL,C,ROCKWALL,Y,226,284,430,921,1652,2220
2108,NEW BOSTON,MUNICIPAL,D,BOWIE,N,5383,5347,5297,5215,5133,5050
2109,NEW BRAUNFELS,MUNICIPAL,L,COMAL,Y,103841,147327,205331,278735,362773,458988
2109,NEW BRAUNFELS,MUNICIPAL,L,GUADALUPE,Y,36517,52564,70539,89478,111139,135926
2110,NEW CANEY MUD,MUNICIPAL,H,MONTGOMERY,N,17475,21696,24651,27264,29482,30559
2112,NEW DEAL,MUNICIPAL,O,LUBBOCK,N,602,565,531,493,459,426
2115,NEW LONDON,MUNICIPAL,I,RUSK,N,786,762,725,682,641,598
2116,NEW SUMMERFIELD,MUNICIPAL,I,CHEROKEE,N,910,900,883,863,844,824
2117,NEW WAVERLY,MUNICIPAL,H,WALKER,N,870,772,689,594,515,448
2118,NEWARK,MUNICIPAL,C,WISE,N,1238,1571,2274,3323,4941,6310
2120,NEWTON,MUNICIPAL,I,NEWTON,N,1506,1371,1223,1087,956,832
2123,NIXON,MUNICIPAL,L,GONZALES,N,2249,2247,2211,2171,2129,2084
2124,NOCONA,MUNICIPAL,B,MONTAGUE,N,3782,4228,4673,5118,5563,6010
2128,NORMANGEE,MUNICIPAL,H,LEON,Y,289,213,159,117,87,64
2128,NORMANGEE,MUNICIPAL,H,MADISON,Y,56,56,56,56,56,56
2129,NORTH AUSTIN MUD 1,MUNICIPAL,K,TRAVIS,Y,927,927,927,927,927,927
2129,NORTH AUSTIN MUD 1,MUNICIPAL,K,WILLIAMSON,Y,8584,8584,8584,8584,8584,8584
2130,NORTH BELT UD,MUNICIPAL,H,HARRIS,N,2805,2812,3253,3450,3470,3522
2131,NORTH BOSQUE WSC,MUNICIPAL,G,MCLENNAN,N,2075,2327,2609,2925,3279,3677
2132,NORTH CHEROKEE WSC,MUNICIPAL,I,CHEROKEE,N,3995,3952,3875,3789,3704,3616
2133,NORTH COLLIN SUD,MUNICIPAL,C,COLLIN,N,7544,8523,10409,12496,14565,16977
2134,NORTH GREEN MUD,MUNICIPAL,H,HARRIS,N,4745,4858,5006,5084,5181,5228
2135,NORTH HARDIN WSC,MUNICIPAL,I,HARDIN,N,8016,8228,8445,8668,8896,9131
2136,NORTH HOPKINS WSC,MUNICIPAL,D,HOPKINS,N,9220,9591,9799,10026,10254,10486
2140,NORTHLAKE,MUNICIPAL,C,DENTON,N,26264,29172,36205,42530,48940,53700
2144,ODONNELL,MUNICIPAL,O,DAWSON,Y,94,93,92,92,89,86
2144,ODONNELL,MUNICIPAL,O,LYNN,Y,571,559,547,531,512,493
2146,OAK HILLS WSC,MUNICIPAL,L,BEXAR,Y,40,55,76,105,145,200
2146,OAK HILLS WSC,MUNICIPAL,L,WILSON,Y,5987,6907,7968,9192,10604,12233
2149,OAK RIDGE NORTH,MUNICIPAL,H,MONTGOMERY,N,3167,3752,3975,4448,4412,4412
2151,ODEM,MUNICIPAL,N,SAN PATRICIO,N,2984,2934,2919,2955,2990,3026
2153,OLMITO WSC,MUNICIPAL,M,CAMERON,N,7329,7534,7643,7706,7778,7864
2155,OLNEY,MUNICIPAL,B,YOUNG,N,2714,2694,2674,2646,2646,2646
2156,OLTON,MUNICIPAL,O,LAMB,N,1904,1837,1782,1740,1723,1737
2157,OMAHA,MUNICIPAL,D,MORRIS,N,1001,977,954,935,915,897
2158,ONALASKA WSC,MUNICIPAL,H,POLK,N,3627,3939,4093,4261,4446,4648
2160,ORANGE,MUNICIPAL,I,ORANGE,N,20001,20422,20510,20303,20096,19889
2161,ORANGE GROVE,MUNICIPAL,N,JIM WELLS,N,1434,1399,1369,1345,1331,1327
2163,ORE CITY,MUNICIPAL,D,MARION,Y,109,139,181,207,235,265
2163,ORE CITY,MUNICIPAL,D,UPSHUR,Y,1366,1378,1372,1354,1334,1313
2164,OVERTON,MUNICIPAL,D,SMITH,Y,134,142,150,154,159,163
2164,OVERTON,MUNICIPAL,I,RUSK,Y,1960,1902,1810,1707,1604,1502
2164,OVERTON,MUNICIPAL,I,SMITH,Y,31,33,34,36,36,37
2165,OVILLA,MUNICIPAL,C,DALLAS,Y,464,504,547,594,645,701
2165,OVILLA,MUNICIPAL,C,ELLIS,Y,4974,6323,7790,9277,10911,12710
2166,OYSTER CREEK,MUNICIPAL,H,BRAZORIA,N,1209,1209,1201,1157,1110,1052
2167,PADUCAH,MUNICIPAL,B,COTTLE,N,1031,966,917,887,859,838
2168,PALACIOS,MUNICIPAL,K,MATAGORDA,N,4116,3980,3820,3632,3419,3178
2169,PALESTINE,MUNICIPAL,I,ANDERSON,N,17658,17639,17423,17213,17004,16793
2170,PALM VALLEY,MUNICIPAL,M,CAMERON,N,1308,1341,1353,1349,1342,1337
2172,PALMER,MUNICIPAL,C,ELLIS,N,2543,3053,3606,4162,4775,5449
2175,PAMPA MUNICIPAL WATER SYSTEM,MUNICIPAL,A,GRAY,N,17214,16777,16451,16217,16102,16131
2176,PANHANDLE MUNICIPAL WATER SYSTEM,MUNICIPAL,A,CARSON,N,2233,2238,2265,2276,2302,2347
2177,PANORAMA VILLAGE,MUNICIPAL,H,MONTGOMERY,N,2970,3095,3174,3256,3341,3428
2178,PANTEGO,MUNICIPAL,C,TARRANT,N,2653,2653,2653,2653,2653,2653
2179,PARKER,MUNICIPAL,C,COLLIN,N,6878,8782,12121,14089,14089,14089
2180,PARKER WSC,MUNICIPAL,G,HILL,Y,259,267,271,276,283,288
2180,PARKER WSC,MUNICIPAL,G,JOHNSON,Y,1676,1657,1635,1599,1560,1519
2181,PARKWAY MUD,MUNICIPAL,H,HARRIS,N,6534,6679,6685,6692,6643,6645
2184,PEARLAND,MUNICIPAL,H,BRAZORIA,Y,136520,151747,158040,164420,169140,171841
2184,PEARLAND,MUNICIPAL,H,FORT BEND,Y,6489,8388,8642,8642,8641,8642
2184,PEARLAND,MUNICIPAL,H,HARRIS,Y,9743,10040,10161,10278,10429,10592
2185,PEARSALL,MUNICIPAL,L,FRIO,N,8550,9781,10640,10787,10952,11139
2186,PECAN GROVE MUD 1,MUNICIPAL,H,FORT BEND,N,12692,13786,14451,14712,14843,15034
2188,PECOS,MUNICIPAL,F,REEVES,N,9929,11170,12333,13099,13938,14858
2189,PECOS COUNTY WCID 1,MUNICIPAL,F,PECOS,N,2126,2389,2525,2373,2189,1968
2190,PELICAN BAY,MUNICIPAL,C,TARRANT,N,2958,3967,5320,7134,9567,12830
2191,PENDLETON WSC,MUNICIPAL,G,BELL,N,2235,2407,2538,2618,2710,2813
2193,PERRYTON MUNICIPAL WATER SYSTEM,MUNICIPAL,A,OCHILTREE,N,8574,9017,9300,9565,9829,10094
2194,PETERSBURG MUNICIPAL WATER SYSTEM,MUNICIPAL,O,HALE,N,926,905,866,823,777,726
2196,PFLUGERVILLE,MUNICIPAL,K,TRAVIS,N,71822,89950,105642,121124,138707,158669
2197,PHARR,MUNICIPAL,M,HIDALGO,N,85215,91086,94908,96862,98836,100833
2198,PILOT POINT,MUNICIPAL,C,DENTON,Y,6229,8047,13854,19888,21454,21454
2198,PILOT POINT,MUNICIPAL,C,GRAYSON,Y,125,153,283,394,438,438
2202,PINEHURST,MUNICIPAL,I,ORANGE,N,2119,2162,2171,2148,2125,2102
2203,PINELAND,MUNICIPAL,I,SABINE,N,898,818,746,702,659,615
2205,PITTSBURG,MUNICIPAL,D,CAMP,N,3974,4018,4030,4064,4097,4131
2206,PLAINS,MUNICIPAL,O,YOAKUM,N,1341,1424,1488,1482,1468,1445
2207,PLAINVIEW,MUNICIPAL,O,HALE,N,22403,22403,22403,22403,21395,20347
2208,PLANO,MUNICIPAL,C,COLLIN,Y,277913,279472,307762,316996,316996,316996
2208,PLANO,MUNICIPAL,C,DENTON,Y,8311,8643,9518,9804,9804,9804
2209,PLANTATION MUD,MUNICIPAL,H,FORT BEND,N,3900,4007,4215,4269,4333,4437
2211,PLEASANTON,MUNICIPAL,L,ATASCOSA,N,12414,13521,14726,16038,17467,19025
2214,POINT,MUNICIPAL,D,RAINS,N,1092,1112,1142,1147,1150,1152
2215,POINT AQUARIUS MUD,MUNICIPAL,H,MONTGOMERY,N,2725,3339,3829,4157,4320,4489
2217,POINT COMFORT,MUNICIPAL,L,CALHOUN,N,556,531,501,472,439,406
2218,POLONIA WSC,MUNICIPAL,K,BASTROP,Y,189,191,192,194,196,198
2218,POLONIA WSC,MUNICIPAL,L,CALDWELL,Y,8545,10119,11982,14188,16801,19895
2219,PONDER,MUNICIPAL,C,DENTON,N,4798,6403,8093,9811,11703,13786
2220,NUECES COUNTY WCID 4,MUNICIPAL,N,NUECES,N,2717,2766,2769,2752,2733,2715
2222,PORT LAVACA,MUNICIPAL,L,CALHOUN,N,11546,11088,10524,9954,9358,8725
2223,PORT NECHES,MUNICIPAL,I,JEFFERSON,N,13887,14027,13988,13819,13652,13487
2224,PORT OCONNOR IMPROVEMENT DISTRICT,MUNICIPAL,L,CALHOUN,N,839,804,758,713,664,612
2226,PORTLAND,MUNICIPAL,N,SAN PATRICIO,N,22106,23940,25926,28076,30405,32927
2227,POST,MUNICIPAL,O,GARZA,N,4543,4409,4217,3961,3695,3419
2228,POTEET,MUNICIPAL,L,ATASCOSA,N,2734,2447,2244,2297,2351,2403
2229,POTH,MUNICIPAL,L,WILSON,N,1550,1525,1506,1491,1472,1450
2230,POTOSI WSC,MUNICIPAL,G,CALLAHAN,Y,231,231,229,226,223,219
2230,POTOSI WSC,MUNICIPAL,G,TAYLOR,Y,7501,8571,9492,10557,11739,13053
2231,POTTSBORO,MUNICIPAL,C,GRAYSON,N,3613,3938,4210,4450,4715,5007
2232,PRAIRIE VIEW,MUNICIPAL,H,WALLER,N,3813,4660,5045,5509,6059,6464
2233,PREMONT,MUNICIPAL,N,JIM WELLS,N,2318,2272,2231,2201,2186,2189
2234,PRESIDIO,MUNICIPAL,E,PRESIDIO,N,2279,1986,1785,1610,1435,1258
2235,PRIMERA,MUNICIPAL,M,CAMERON,N,6782,8749,10061,11067,12174,12783
2236,PRINCETON,MUNICIPAL,C,COLLIN,N,48722,103793,140731,157121,171027,171027
2237,PRITCHETT WSC,MUNICIPAL,D,UPSHUR,Y,7434,7500,7472,7364,7258,7147
2237,PRITCHETT WSC,MUNICIPAL,D,WOOD,Y,54,57,58,59,61,63
2239,PROSPER,MUNICIPAL,C,COLLIN,Y,39104,45350,54280,56527,59802,59802
2239,PROSPER,MUNICIPAL,C,DENTON,Y,16171,19746,23468,24348,25630,25630
2240,QUANAH,MUNICIPAL,B,HARDEMAN,N,2007,1890,1788,1696,1612,1531
2241,QUEEN CITY,MUNICIPAL,D,CASS,N,1296,1247,1210,1182,1164,1158
2242,QUINLAN,MUNICIPAL,D,HUNT,N,1785,1936,2071,2184,2299,2416
2243,QUITMAN,MUNICIPAL,D,WOOD,N,2214,2216,2217,2162,2112,2065
2246,RALLS,MUNICIPAL,O,CROSBY,N,1521,1417,1291,1171,1047,918
2247,RAMEY WSC,MUNICIPAL,D,WOOD,N,3637,4176,4795,5506,6322,7259
2249,RANGER,MUNICIPAL,G,EASTLAND,N,2273,2146,2039,1959,1899,1865
2250,RANKIN,MUNICIPAL,F,UPTON,N,740,768,790,821,855,896
2251,RANSOM CANYON,MUNICIPAL,O,LUBBOCK,N,1048,1121,1196,1288,1386,1493
2252,RAYFORD ROAD MUD,MUNICIPAL,H,MONTGOMERY,N,8450,8652,8879,9031,9298,9572
2253,RAYMONDVILLE,MUNICIPAL,M,WILLACY,N,6991,6822,6681,6580,6534,6555
2255,RED OAK,MUNICIPAL,C,ELLIS,N,12039,15009,18237,21502,25093,29044
2256,RED RIVER COUNTY WSC,MUNICIPAL,D,RED RIVER,N,4666,4418,4246,4139,4110,4193
2257,REDWATER,MUNICIPAL,D,BOWIE,N,2964,2944,2916,2870,2826,2780
2258,REFUGIO,MUNICIPAL,L,REFUGIO,N,2549,2521,2506,2524,2594,2749
2259,RENO (LAMAR),MUNICIPAL,D,LAMAR,N,2754,2762,2749,2736,2723,2711
2260,RHOME,MUNICIPAL,C,WISE,N,2290,2958,4367,6339,9332,12443
2261,RICARDO WSC,MUNICIPAL,N,KLEBERG,N,3321,3417,3537,3710,3880,4052
2263,RICE WATER SUPPLY AND SEWER SERVICE,MUNICIPAL,C,ELLIS,Y,5565,6678,7888,9106,10446,11922
2263,RICE WATER SUPPLY AND SEWER SERVICE,MUNICIPAL,C,NAVARRO,Y,3953,4697,5581,6632,7881,9365
2264,RICHARDSON,MUNICIPAL,C,COLLIN,Y,63141,66547,72087,74250,74250,74250
2264,RICHARDSON,MUNICIPAL,C,DALLAS,Y,54374,56289,58980,60750,60750,60750
2265,RICHLAND HILLS,MUNICIPAL,C,TARRANT,N,9616,10622,11452,12911,14217,15655
2266,RICHLAND SUD,MUNICIPAL,F,MCCULLOCH,Y,603,569,542,523,510,508
2266,RICHLAND SUD,MUNICIPAL,K,SAN SABA,Y,658,619,591,569,561,570
2267,RICHMOND,MUNICIPAL,H,FORT BEND,N,18106,19556,20541,20738,21374,22341
2268,RICHWOOD,MUNICIPAL,H,BRAZORIA,N,4596,4492,4449,4325,4192,4013
2269,RIESEL,MUNICIPAL,G,MCLENNAN,N,1231,1314,1398,1482,1565,1649
2271,RIO GRANDE CITY,MUNICIPAL,M,STARR,N,17880,19073,19959,20549,21147,21751
2272,RIO HONDO,MUNICIPAL,M,CAMERON,N,1711,1755,1770,1764,1758,1751
2273,RIO VISTA,MUNICIPAL,G,HILL,Y,5,5,5,6,6,6
2273,RIO VISTA,MUNICIPAL,G,JOHNSON,Y,1064,1212,1382,1575,1794,2045
2274,RIO WSC,MUNICIPAL,M,STARR,N,8102,9597,10564,10561,10547,10523
2275,RISING STAR,MUNICIPAL,G,EASTLAND,N,698,659,626,601,583,572
2276,RIVER ACRES WSC,MUNICIPAL,N,NUECES,N,2017,2052,2054,2042,2028,2014
2277,RIVER OAKS,MUNICIPAL,C,TARRANT,N,8077,8053,8106,8149,8210,8210
2279,RIVER PLANTATION MUD,MUNICIPAL,H,MONTGOMERY,N,2636,3365,3924,4923,4849,4852
2280,RIVERSIDE SUD,MUNICIPAL,H,SAN JACINTO,Y,479,475,462,449,436,421
2280,RIVERSIDE SUD,MUNICIPAL,H,WALKER,Y,4801,5064,5525,6023,6580,7199
2281,ROANOKE,MUNICIPAL,C,DENTON,N,13999,13658,13952,14185,14524,14524
2282,ROBERT LEE,MUNICIPAL,F,COKE,N,999,1066,1136,1246,1366,1498
2283,ROBERTSON COUNTY WSC,MUNICIPAL,G,ROBERTSON,N,3370,3300,3255,3216,3203,3225
2284,ROBINSON,MUNICIPAL,G,MCLENNAN,N,13570,15486,17672,20168,23017,26268
2286,ROBY,MUNICIPAL,G,FISHER,N,533,514,498,491,483,475
2287,ROCKDALE,MUNICIPAL,G,MILAM,N,7428,7480,7533,7586,7639,7693
2288,ROCKPORT,MUNICIPAL,N,ARANSAS,N,18530,18443,17997,17611,17232,16859
2289,ROCKSPRINGS,MUNICIPAL,J,EDWARDS,N,666,533,427,364,300,235
2290,ROGERS,MUNICIPAL,G,BELL,N,918,891,868,839,808,774
2292,ROLLINGWOOD,MUNICIPAL,K,TRAVIS,N,1507,1527,1546,1574,1605,1638
2294,ROMAN FOREST CONSOLIDATED MUD,MUNICIPAL,H,MONTGOMERY,N,1607,2178,2763,3564,3940,3958
