EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2030,D2040,D2050,D2060,D2070,D2080
6203,AVALON WATER SUPPLY & SEWER SERVICE,MUNICIPAL,C,ELLIS,N,122,136,151,166,183,202
6204,AXTELL WSC,MUNICIPAL,G,MCLENNAN,N,303,345,387,430,473,515
6205,B AND B WSC,MUNICIPAL,C,NAVARRO,N,307,337,363,387,413,442
6206,B B S WSC,MUNICIPAL,C,HENDERSON,Y,2,2,2,2,2,2
6206,B B S WSC,MUNICIPAL,I,ANDERSON,Y,138,137,135,133,132,130
6207,B C Y WSC,MUNICIPAL,I,ANDERSON,N,264,262,258,255,252,249
6208,B H P WSC,MUNICIPAL,D,HUNT,N,568,656,736,811,887,963
6209,BAFFIN BAY WSC,MUNICIPAL,N,KLEBERG,N,129,132,136,143,150,156
6210,BALMORHEA,MUNICIPAL,F,REEVES,N,185,208,231,245,260,278
6211,BANDERA COUNTY FWSD 1,MUNICIPAL,J,BANDERA,N,342,348,355,363,370,377
6212,BARSTOW,MUNICIPAL,F,WARD,N,154,174,196,214,235,257
6213,BARTON CREEK WSC,MUNICIPAL,K,TRAVIS,N,419,449,476,504,536,571
6214,BATESVILLE WSC,MUNICIPAL,L,ZAVALA,N,143,139,133,127,121,114
6215,BAYBROOK MUD 1,MUNICIPAL,H,HARRIS,N,336,354,358,360,370,382
6216,BAYLOR SUD,MUNICIPAL,B,ARCHER,Y,37,34,32,29,27,25
6216,BAYLOR SUD,MUNICIPAL,B,BAYLOR,Y,219,220,231,235,240,245
6216,BAYLOR SUD,MUNICIPAL,B,YOUNG,Y,51,51,52,54,55,57
6216,BAYLOR SUD,MUNICIPAL,G,THROCKMORTON,Y,2,1,1,1,1,1
6216,BAYLOR SUD,MUNICIPAL,G,YOUNG,Y,25,25,25,25,25,25
6217,BAYVIEW MUD,MUNICIPAL,H,GALVESTON,N,120,126,131,134,135,137
6218,BECKER JIBA WSC,MUNICIPAL,C,KAUFMAN,N,390,611,828,978,1145,1329
6219,BELL COUNTY WCID 3,MUNICIPAL,G,BELL,N,1659,2033,2620,3207,3344,3481
6220,BEN WHEELER WSC,MUNICIPAL,D,VAN ZANDT,Y,291,330,369,411,453,496
6220,BEN WHEELER WSC,MUNICIPAL,I,SMITH,Y,3,3,4,4,5,5
6222,BIROME WSC,MUNICIPAL,G,HILL,Y,101,103,105,107,109,112
6222,BIROME WSC,MUNICIPAL,G,LIMESTONE,Y,14,13,13,12,12,11
6222,BIROME WSC,MUNICIPAL,G,MCLENNAN,Y,81,90,99,108,119,130
6223,BLACK ROCK WSC,MUNICIPAL,C,DENTON,N,374,469,569,671,783,907
6224,BLACKJACK WSC,MUNICIPAL,I,CHEROKEE,N,102,100,98,96,94,92
6225,BLOCKER CROSSROADS WSC,MUNICIPAL,D,HARRISON,N,152,154,155,156,157,158
6226,BLUE RIDGE WEST MUD,MUNICIPAL,H,FORT BEND,N,943,944,962,1014,1033,1053
6227,BOIS D ARC MUD,MUNICIPAL,C,FANNIN,Y,341,356,366,372,379,387
6227,BOIS D ARC MUD,MUNICIPAL,D,LAMAR,Y,2,2,2,2,2,2
6228,BOLD SPRINGS WSC,MUNICIPAL,G,HILL,Y,19,19,19,20,20,21
6228,BOLD SPRINGS WSC,MUNICIPAL,G,MCLENNAN,Y,252,264,275,286,298,312
6229,BOLING MWD,MUNICIPAL,K,WHARTON,N,75,74,62,52,42,30
6230,BRASHEAR WSC,MUNICIPAL,D,HOPKINS,N,210,225,228,236,245,253
6231,BRAZORIA COUNTY MUD 25,MUNICIPAL,H,BRAZORIA,N,411,418,419,423,427,432
6232,BRAZORIA COUNTY MUD 29,MUNICIPAL,H,BRAZORIA,N,428,459,459,462,475,485
6233,BROOKELAND FWSD,MUNICIPAL,I,JASPER,Y,45,42,40,37,35,32
6233,BROOKELAND FWSD,MUNICIPAL,I,NEWTON,Y,61,55,49,43,37,32
6233,BROOKELAND FWSD,MUNICIPAL,I,SABINE,Y,80,72,66,62,58,54
6234,BURNS REDBANK WSC,MUNICIPAL,D,BOWIE,N,260,274,291,310,329,349
6235,CALLAHAN COUNTY WSC,MUNICIPAL,G,CALLAHAN,N,190,192,195,199,202,205
6236,CALLISBURG WSC,MUNICIPAL,C,COOKE,N,141,146,149,150,151,152
6237,CANEY CREEK MUD OF MATAGORDA COUNTY,MUNICIPAL,K,MATAGORDA,N,276,298,325,355,386,421
6238,CAPE ROYALE UD,MUNICIPAL,H,SAN JACINTO,N,171,169,165,160,155,150
6239,CARO WSC,MUNICIPAL,I,NACOGDOCHES,N,372,383,394,413,431,449
6240,CARRIZO HILL WSC,MUNICIPAL,L,DIMMIT,N,113,127,145,166,204,284
6241,CARROLL WSC,MUNICIPAL,D,SMITH,Y,48,50,51,52,52,53
6241,CARROLL WSC,MUNICIPAL,D,VAN ZANDT,Y,58,66,73,82,90,98
6241,CARROLL WSC,MUNICIPAL,I,SMITH,Y,75,83,89,94,99,104
6242,CEGO-DURANGO WSC,MUNICIPAL,G,FALLS,N,203,232,263,289,323,372
6243,CENTERVILLE WSC,MUNICIPAL,I,TRINITY,N,119,106,91,81,70,58
6244,CENTRAL BOSQUE WSC,MUNICIPAL,G,MCLENNAN,N,146,151,155,158,163,167
6245,CENTRAL TEXAS COLLEGE DISTRICT,MUNICIPAL,G,BELL,Y,172,171,171,171,171,171
6245,CENTRAL TEXAS COLLEGE DISTRICT,MUNICIPAL,G,CORYELL,Y,108,107,107,107,107,107
6246,CENTRAL WASHINGTON COUNTY WSC,MUNICIPAL,G,WASHINGTON,N,480,502,476,510,547,588
6247,CHAMBERS COUNTY MUD 1,MUNICIPAL,H,CHAMBERS,N,422,452,490,531,575,624
6248,CHAPPELL HILL WSC,MUNICIPAL,G,WASHINGTON,N,107,107,108,106,104,102
6249,CHATEAU WOODS MUD,MUNICIPAL,H,MONTGOMERY,N,340,448,455,467,473,486
6250,CHATT WSC,MUNICIPAL,G,HILL,N,220,225,229,233,238,244
6251,CHESTER WSC,MUNICIPAL,I,POLK,Y,49,53,55,57,59,61
6251,CHESTER WSC,MUNICIPAL,I,TYLER,Y,101,88,74,64,54,43
6252,CHOICE WSC,MUNICIPAL,I,SAN AUGUSTINE,Y,2,2,2,2,2,2
6252,CHOICE WSC,MUNICIPAL,I,SHELBY,Y,107,113,122,132,145,160
6253,CLEAR WATER ESTATES WATER SYSTEM,MUNICIPAL,L,COMAL,N,1084,1512,2082,2806,3633,4580
6254,CORINTHIAN POINT MUD 2,MUNICIPAL,H,MONTGOMERY,N,182,197,233,245,255,264
6255,CORNERSVILLE WSC,MUNICIPAL,D,FRANKLIN,Y,3,4,4,4,5,5
6255,CORNERSVILLE WSC,MUNICIPAL,D,HOPKINS,Y,97,100,102,105,107,110
6255,CORNERSVILLE WSC,MUNICIPAL,D,WOOD,Y,26,28,30,32,35,37
6256,CORPUS CHRISTI NAVAL AIR STATION,MUNICIPAL,N,NUECES,N,2078,2111,2112,2105,2096,2086
6257,COTTONWOOD CREEK MUD 1,MUNICIPAL,K,TRAVIS,N,336,336,336,336,336,336
6258,COUNTRY TERRACE WATER,MUNICIPAL,H,HARRIS,N,166,166,166,166,166,165
6259,CRESCENT HEIGHTS WSC,MUNICIPAL,C,HENDERSON,N,150,154,171,174,177,180
6260,CRYSTAL FARMS WSC,MUNICIPAL,I,RUSK,N,130,141,156,173,192,215
6261,CYPRESS CREEK WSC,MUNICIPAL,I,TYLER,N,101,89,79,71,63,57
6262,CYPRESS RANCH WCID 1,MUNICIPAL,K,TRAVIS,N,163,174,174,174,174,174
6263,DADS SUPPORTED LIVING CENTER,MUNICIPAL,F,TOM GREEN,N,183,183,183,183,183,183
6264,DAMASCUS-STRYKER WSC,MUNICIPAL,I,POLK,N,188,202,210,218,226,234
6265,DARROUZETT,MUNICIPAL,A,LIPSCOMB,N,84,79,74,69,64,59
6267,DELTA COUNTY MUD,MUNICIPAL,C,FANNIN,Y,7,8,9,10,10,11
6267,DELTA COUNTY MUD,MUNICIPAL,D,DELTA,Y,191,194,196,199,201,204
6268,DESERT WSC,MUNICIPAL,C,COLLIN,Y,59,64,70,77,84,91
6268,DESERT WSC,MUNICIPAL,C,FANNIN,Y,128,145,153,161,169,179
6268,DESERT WSC,MUNICIPAL,C,GRAYSON,Y,113,122,131,138,146,155
6269,DEVERS,MUNICIPAL,H,LIBERTY,N,118,117,117,117,118,118
6270,DODGE OAKHURST WSC,MUNICIPAL,H,SAN JACINTO,Y,73,72,70,68,66,64
6270,DODGE OAKHURST WSC,MUNICIPAL,H,WALKER,Y,278,336,433,564,703,851
6271,DOGWOOD ESTATES WATER,MUNICIPAL,C,HENDERSON,N,175,170,181,183,185,187
6272,DOMESTIC WATER,MUNICIPAL,H,MONTGOMERY,N,125,125,129,142,154,157
6273,DORCHESTER,MUNICIPAL,C,GRAYSON,N,222,228,232,234,237,240
6274,E M C WSC,MUNICIPAL,D,CASS,Y,37,36,34,32,31,29
6274,E M C WSC,MUNICIPAL,D,MARION,Y,130,116,101,91,80,69
6276,EAST CRAWFORD WSC,MUNICIPAL,G,MCLENNAN,N,331,348,363,377,394,412
6277,EAST LAMAR WSC,MUNICIPAL,I,SHELBY,N,108,114,123,134,146,162
6278,EAST MONTANA WATER SYSTEM,MUNICIPAL,E,EL PASO,N,2583,2685,2741,2764,2787,2810
6279,EBENEZER WSC,MUNICIPAL,I,RUSK,N,181,175,166,156,146,137
6280,EDOM WSC,MUNICIPAL,D,VAN ZANDT,Y,134,136,138,138,137,137
6280,EDOM WSC,MUNICIPAL,I,HENDERSON,Y,35,38,37,38,39,40
6281,EL SAUZ WSC,MUNICIPAL,M,STARR,N,167,181,192,196,200,204
6282,EL TANQUE WSC,MUNICIPAL,M,STARR,N,201,174,152,136,121,108
6283,ELMO WSC,MUNICIPAL,C,KAUFMAN,N,190,221,263,309,360,416
6284,EMERALD BAY MUD,MUNICIPAL,I,SMITH,N,254,267,276,287,287,287
6285,EOL WSC,MUNICIPAL,G,MCLENNAN,N,228,248,269,290,311,332
6286,ESPERANZA WATER SERVICE,MUNICIPAL,E,HUDSPETH,N,124,111,103,94,86,78
6287,ETOILE WSC,MUNICIPAL,I,NACOGDOCHES,N,337,347,357,374,391,407
6288,EULA WSC,MUNICIPAL,G,CALLAHAN,N,250,258,266,275,283,292
6289,FALCON RURAL WSC,MUNICIPAL,M,ZAPATA,N,70,56,45,38,32,27
6290,FAR HILLS UD,MUNICIPAL,H,MONTGOMERY,N,305,386,446,488,522,548
6291,FAYETTE COUNTY WCID MONUMENT HILL,MUNICIPAL,K,FAYETTE,N,135,133,130,129,129,128
6292,FEDERAL CORRECTIONAL INSTITUTION LA TUNA,MUNICIPAL,E,EL PASO,N,370,369,369,369,369,369
6293,FIRST COLONY MUD 9,MUNICIPAL,H,FORT BEND,N,1340,1352,1427,1493,1562,1621
6294,FIVE WAY WSC,MUNICIPAL,I,SHELBY,N,151,152,153,152,152,151
6295,FLAT FORK WSC,MUNICIPAL,I,SHELBY,N,114,94,79,65,53,44
6296,FLAT WSC,MUNICIPAL,G,CORYELL,N,194,198,201,199,197,196
6297,FOLLETT,MUNICIPAL,A,LIPSCOMB,N,95,84,74,67,62,59
6298,FOREST HILLS MUD,MUNICIPAL,H,HARRIS,N,263,261,261,261,259,257
6299,FORT BEND COUNTY MUD 115,MUNICIPAL,H,FORT BEND,N,700,707,775,789,816,834
6300,FORT BEND COUNTY MUD 128,MUNICIPAL,H,FORT BEND,N,2532,2566,2583,2583,2629,2689
6301,FORT BEND COUNTY MUD 140,MUNICIPAL,H,FORT BEND,N,371,369,372,372,425,466
6302,FORT BEND COUNTY MUD 149,MUNICIPAL,H,FORT BEND,N,1600,1601,1647,1651,1657,1686
6303,FORT BEND COUNTY MUD 152,MUNICIPAL,H,FORT BEND,N,680,678,682,715,746,749
6304,FORT BEND COUNTY MUD 155,MUNICIPAL,H,FORT BEND,N,629,764,928,1058,1171,1237
6305,FORT BEND COUNTY MUD 158,MUNICIPAL,H,FORT BEND,N,443,499,573,632,683,713
6306,FORT BEND COUNTY MUD 162,MUNICIPAL,H,FORT BEND,N,266,265,286,313,394,428
6308,FORT BEND COUNTY MUD 24,MUNICIPAL,H,FORT BEND,N,286,315,315,315,316,318
6309,FORT BEND COUNTY MUD 26,MUNICIPAL,H,FORT BEND,N,620,644,665,703,719,738
6310,FORT BEND COUNTY MUD 42,MUNICIPAL,H,FORT BEND,N,705,737,757,777,797,820
6311,FORT BEND COUNTY MUD 46,MUNICIPAL,H,FORT BEND,N,631,689,735,758,759,761
6312,FORT BEND COUNTY MUD 47,MUNICIPAL,H,FORT BEND,N,305,304,304,304,304,323
6313,FORT BEND COUNTY MUD 48,MUNICIPAL,H,FORT BEND,N,499,504,510,539,553,560
6314,FORT BEND COUNTY MUD 49,MUNICIPAL,H,FORT BEND,N,130,135,135,135,149,149
6315,FORT BEND COUNTY MUD 5,MUNICIPAL,H,FORT BEND,N,367,411,459,480,485,488
6316,FORT BEND COUNTY WCID 3,MUNICIPAL,H,FORT BEND,N,360,360,360,360,390,408
6317,FORT GATES WSC,MUNICIPAL,G,CORYELL,N,479,489,495,491,488,484
6318,FORT SAM HOUSTON,MUNICIPAL,L,BEXAR,N,17514,17505,17505,17505,17505,17505
6319,FRANKSTON RURAL WSC,MUNICIPAL,I,ANDERSON,N,236,234,231,228,225,222
6320,FROGNOT WSC,MUNICIPAL,C,COLLIN,Y,208,259,318,377,441,513
6320,FROGNOT WSC,MUNICIPAL,C,FANNIN,Y,3,4,5,5,6,7
6320,FROGNOT WSC,MUNICIPAL,D,HUNT,Y,2,3,3,4,4,5
6321,FRUITVALE WSC,MUNICIPAL,D,VAN ZANDT,N,332,361,391,421,451,481
6322,GAFFORD CHAPEL WSC,MUNICIPAL,D,HOPKINS,N,130,133,136,139,141,144
6323,GALVESTON COUNTY WCID 12,MUNICIPAL,H,GALVESTON,N,825,848,865,872,878,883
6324,GARFIELD WSC,MUNICIPAL,K,TRAVIS,N,163,171,179,188,198,209
6325,GASTON WSC,MUNICIPAL,I,RUSK,N,149,144,137,128,120,112
6326,GLENDALE WSC,MUNICIPAL,H,TRINITY,N,73,68,64,61,58,54
6327,GLENWOOD WSC,MUNICIPAL,D,GREGG,Y,14,14,14,14,13,13
6327,GLENWOOD WSC,MUNICIPAL,D,UPSHUR,Y,334,335,334,329,324,319
6328,GOODFELLOW AIR FORCE BASE,MUNICIPAL,F,TOM GREEN,N,469,467,467,467,467,467
6329,GOODSPRINGS WSC,MUNICIPAL,I,RUSK,N,230,221,210,198,185,173
6330,GORDON,MUNICIPAL,G,ERATH,Y,2,2,2,2,2,2
6330,GORDON,MUNICIPAL,G,PALO PINTO,Y,164,164,162,162,161,159
6331,GRANDFALLS,MUNICIPAL,F,WARD,N,225,255,287,315,344,377
6332,GREENWOOD WATER,MUNICIPAL,F,MIDLAND,N,221,216,213,211,209,209
6333,GUM CREEK WSC,MUNICIPAL,I,CHEROKEE,N,103,101,99,97,95,92
6334,HACIENDAS DEL NORTE WID,MUNICIPAL,E,EL PASO,N,272,286,293,294,294,294
6335,HAMBY WSC,MUNICIPAL,G,CALLAHAN,Y,30,31,32,33,34,35
6335,HAMBY WSC,MUNICIPAL,G,JONES,Y,26,23,21,18,15,11
6335,HAMBY WSC,MUNICIPAL,G,SHACKELFORD,Y,60,65,69,70,72,74
6335,HAMBY WSC,MUNICIPAL,G,TAYLOR,Y,60,73,84,98,113,130
6336,HARDIN COUNTY WCID 1,MUNICIPAL,I,HARDIN,N,130,131,134,136,139,141
6337,HARLETON WSC,MUNICIPAL,D,HARRISON,Y,284,292,293,298,302,306
6337,HARLETON WSC,MUNICIPAL,D,MARION,Y,65,55,44,37,30,22
6338,HARRIS COUNTY FWSD 1-A,MUNICIPAL,H,HARRIS,N,227,227,229,229,230,224
6339,HARRIS COUNTY FWSD 27,MUNICIPAL,H,HARRIS,N,301,355,376,387,448,428
6340,HARRIS COUNTY FWSD 58,MUNICIPAL,H,HARRIS,N,336,337,337,337,337,337
6341,HARRIS COUNTY MUD 122,MUNICIPAL,H,HARRIS,N,133,136,136,135,137,146
6342,HARRIS COUNTY MUD 216,MUNICIPAL,H,HARRIS,N,498,507,505,503,505,508
6343,HARRIS COUNTY MUD 321,MUNICIPAL,H,HARRIS,N,254,278,285,288,285,284
6344,HARRIS COUNTY MUD 342,MUNICIPAL,H,HARRIS,N,735,741,898,971,974,991
6345,HARRIS COUNTY MUD 344,MUNICIPAL,H,HARRIS,N,1101,1331,1331,1331,1332,1333
6346,HARRIS COUNTY MUD 36,MUNICIPAL,H,HARRIS,N,606,633,862,959,965,996
6347,HARRIS COUNTY MUD 361,MUNICIPAL,H,HARRIS,N,639,645,679,694,712,719
6348,HARRIS COUNTY MUD 372,MUNICIPAL,H,HARRIS,N,768,810,809,810,833,860
6349,HARRIS-MONTGOMERY COUNTIES MUD 386,MUNICIPAL,H,MONTGOMERY,N,374,387,387,389,392,416
6350,HARRIS COUNTY MUD 412,MUNICIPAL,H,HARRIS,N,878,897,1022,1073,1091,1106
6351,HARRIS COUNTY MUD 420,MUNICIPAL,H,HARRIS,N,145,143,152,152,148,148
6352,HARRIS COUNTY MUD 58,MUNICIPAL,H,HARRIS,N,262,261,261,261,261,261
6353,HARRIS COUNTY WCID 156,MUNICIPAL,H,HARRIS,N,181,180,180,180,180,179
6354,HARRIS COUNTY WCID 70,MUNICIPAL,H,HARRIS,N,229,228,228,228,228,228
6355,HARRIS COUNTY WCID 89,MUNICIPAL,H,HARRIS,N,789,794,794,793,787,787
6356,HARRIS COUNTY WCID-FONDREN ROAD,MUNICIPAL,H,HARRIS,N,258,263,263,263,261,261
6357,HARROLD WSC,MUNICIPAL,B,WICHITA,Y,18,17,17,16,15,15
6357,HARROLD WSC,MUNICIPAL,B,WILBARGER,Y,34,32,30,28,26,24
6358,HARTLEY WSC,MUNICIPAL,A,HARTLEY,N,168,163,160,159,158,157
6359,HAYS,MUNICIPAL,K,HAYS,N,161,232,325,453,597,760
6360,HAYS COUNTY WCID 1,MUNICIPAL,K,HAYS,N,803,801,801,801,801,801
6361,HAYS COUNTY WCID 2,MUNICIPAL,K,HAYS,N,777,775,775,775,775,775
6362,HIGGINS MUNICIPAL WATER SYSTEM,MUNICIPAL,A,LIPSCOMB,N,87,82,75,70,65,59
6363,HIGHLAND PARK WSC,MUNICIPAL,G,BOSQUE,Y,102,99,96,92,88,84
6363,HIGHLAND PARK WSC,MUNICIPAL,G,MCLENNAN,Y,48,49,50,50,51,52
6364,HILCO UNITED SERVICES,MUNICIPAL,C,ELLIS,Y,124,133,143,152,163,175
6364,HILCO UNITED SERVICES,MUNICIPAL,G,BOSQUE,Y,267,286,307,330,354,380
6364,HILCO UNITED SERVICES,MUNICIPAL,G,HILL,Y,950,976,994,1013,1034,1058
6365,HILLTOP LAKES WSC,MUNICIPAL,H,LEON,N,286,347,424,465,513,571
6366,HILLTOP WSC,MUNICIPAL,G,MCLENNAN,N,118,122,126,128,131,135
6367,HMW SUD,MUNICIPAL,H,HARRIS,Y,304,305,309,310,319,328
6367,HMW SUD,MUNICIPAL,H,MONTGOMERY,Y,948,1111,1273,1372,1449,1511
6368,HOLLY SPRINGS WSC,MUNICIPAL,D,CASS,Y,75,71,67,64,61,58
6368,HOLLY SPRINGS WSC,MUNICIPAL,D,MORRIS,Y,52,47,41,37,33,30
6369,HORNSBY BEND UTILITY,MUNICIPAL,K,TRAVIS,N,984,1222,1434,1643,1880,2150
6370,HORSESHOE BEND WATER SYSTEM,MUNICIPAL,C,PARKER,N,179,201,255,335,456,597
6371,HURST CREEK MUD,MUNICIPAL,K,TRAVIS,N,1154,1152,1152,1152,1152,1152
6372,HUXLEY,MUNICIPAL,I,SHELBY,N,271,230,199,173,152,135
6373,JACOBS WSC,MUNICIPAL,I,RUSK,N,309,326,346,370,397,429
6374,JIM WELLS COUNTY FWSD 1,MUNICIPAL,N,JIM WELLS,N,112,112,112,113,114,117
6375,JOHNSTON WATER UTILITY,MUNICIPAL,H,MONTGOMERY,N,1125,1631,1940,2149,2324,2459
6376,KAUFMAN COUNTY DEVELOPMENT DISTRICT 1,MUNICIPAL,C,KAUFMAN,N,905,959,1484,2300,3412,3945
6377,KAUFMAN COUNTY MUD 11,MUNICIPAL,C,KAUFMAN,N,720,853,1096,1385,1698,1882
6378,KELLY G BREWER,MUNICIPAL,I,ORANGE,N,315,317,318,311,305,298
6379,KELLY LANE WCID 1,MUNICIPAL,K,TRAVIS,N,467,465,465,465,465,465
6380,KELLYVILLE-BEREA WSC,MUNICIPAL,D,MARION,N,125,122,119,117,116,115
6381,KENDALL WEST UTILITY,MUNICIPAL,L,KENDALL,N,337,423,536,668,818,990
6382,KENDLETON,MUNICIPAL,H,FORT BEND,N,90,492,492,492,514,527
6383,KNIPPA WSC,MUNICIPAL,L,UVALDE,N,101,99,95,92,87,82
6384,KT WATER DEVELOPMENT,MUNICIPAL,L,COMAL,N,892,1379,2030,2854,3797,4877
6385,LAJITAS MUNICIPAL SERVICES,MUNICIPAL,E,BREWSTER,N,244,234,226,218,212,205
6386,LAKE BONANZA WSC,MUNICIPAL,H,MONTGOMERY,N,232,281,334,371,398,416
6387,LAKE CONROE HILLS MUD,MUNICIPAL,H,MONTGOMERY,N,193,226,234,242,250,258
6388,LAKE FORK WSC,MUNICIPAL,D,HOPKINS,Y,20,21,21,22,22,23
6388,LAKE FORK WSC,MUNICIPAL,D,WOOD,Y,297,315,326,348,370,392
6389,LAKE MUD,MUNICIPAL,H,HARRIS,N,716,734,749,754,792,800
6390,LAKE PALO PINTO AREA WSC,MUNICIPAL,G,PALO PINTO,N,128,127,126,125,124,123
6391,LAKEWAY MUD,MUNICIPAL,K,TRAVIS,N,2659,2745,2782,2782,2782,2782
6392,LAWN,MUNICIPAL,G,TAYLOR,N,47,40,35,30,25,21
6393,LAZY RIVER IMPROVEMENT DISTRICT,MUNICIPAL,H,MONTGOMERY,N,266,281,290,306,320,335
6394,LEAGUEVILLE WSC,MUNICIPAL,I,HENDERSON,N,229,242,242,249,255,262
6395,LEAKEY,MUNICIPAL,J,REAL,N,143,121,104,90,77,62
6396,LEGGETT WSC,MUNICIPAL,H,POLK,Y,267,288,298,310,323,337
6396,LEGGETT WSC,MUNICIPAL,I,POLK,Y,2,2,3,3,3,3
6397,LEIGH WSC,MUNICIPAL,D,HARRISON,N,399,357,352,289,228,169
6398,LEROY TOURS GERALD WSC,MUNICIPAL,G,MCLENNAN,N,193,204,217,230,242,243
6399,LEVI WSC,MUNICIPAL,G,FALLS,Y,103,134,166,187,209,230
6399,LEVI WSC,MUNICIPAL,G,MCLENNAN,Y,471,492,512,529,548,571
6400,LIBERTY COUNTY FWSD 1 HULL,MUNICIPAL,H,LIBERTY,N,85,85,85,85,85,85
6401,LIPAN,MUNICIPAL,G,HOOD,N,146,158,171,184,199,216
6402,LITTLE ELM VALLEY WSC,MUNICIPAL,G,BELL,Y,341,375,401,419,439,461
6402,LITTLE ELM VALLEY WSC,MUNICIPAL,G,FALLS,Y,9,13,18,22,27,33
6403,LITTLE HOPE MOORE WSC,MUNICIPAL,D,VAN ZANDT,N,133,138,143,147,152,156
6404,LOMA ALTA CHULA VISTA WATER SYSTEM,MUNICIPAL,L,ZAVALA,N,102,100,96,91,87,82
6405,LUCE BAYOU PUD,MUNICIPAL,H,HARRIS,N,80,153,155,156,156,157
6406,M & M WSC,MUNICIPAL,I,ANGELINA,N,260,262,264,267,269,272
6407,HIGH PRAIRIE WSC,MUNICIPAL,H,LEON,Y,13,19,27,31,35,41
6407,HIGH PRAIRIE WSC,MUNICIPAL,H,MADISON,Y,255,253,253,252,252,251
6408,MARATHON WATER SUPPLY & SEWER SERVICE,MUNICIPAL,E,BREWSTER,N,116,111,107,104,101,97
6409,MARKHAM MUD,MUNICIPAL,K,MATAGORDA,N,69,66,63,60,57,53
6410,MARKOUT WSC,MUNICIPAL,C,KAUFMAN,N,504,597,833,1200,1602,2137
6411,MATAGORDA COUNTY WCID 6,MUNICIPAL,K,MATAGORDA,N,97,93,89,85,80,74
6412,MATAGORDA WASTE DISPOSAL & WSC,MUNICIPAL,K,MATAGORDA,N,51,49,47,45,42,39
6413,MAVERICK COUNTY,MUNICIPAL,M,MAVERICK,N,335,450,529,531,532,532
6414,MCCLELLAND WSC,MUNICIPAL,I,SHELBY,N,188,167,138,119,99,78
6415,MCLENNAN COUNTY WCID 2,MUNICIPAL,G,MCLENNAN,N,222,204,190,168,145,119
6416,MEADOWCREEK MUD,MUNICIPAL,H,FORT BEND,N,256,256,264,269,273,277
6417,MEDINA COUNTY WCID 2,MUNICIPAL,L,MEDINA,N,86,83,81,82,82,83
6418,MEDINA RIVER WEST WSC,MUNICIPAL,L,MEDINA,N,111,117,122,125,129,133
6419,MEMORIAL POINT UD,MUNICIPAL,H,POLK,N,143,155,162,168,175,184
6420,MEMORIAL VILLAGES WATER AUTHORITY,MUNICIPAL,H,HARRIS,N,6101,6155,6648,6857,6756,6755
6421,MERCY WSC,MUNICIPAL,H,LIBERTY,Y,63,63,63,63,63,67
6421,MERCY WSC,MUNICIPAL,H,SAN JACINTO,Y,377,372,362,352,342,330
6422,MILLER GROVE WSC,MUNICIPAL,D,HOPKINS,Y,193,202,206,211,217,222
6422,MILLER GROVE WSC,MUNICIPAL,D,RAINS,Y,39,42,44,47,51,54
6423,MILLIGAN WSC,MUNICIPAL,C,COLLIN,N,387,404,474,553,641,714
6424,MIMS WSC,MUNICIPAL,D,CASS,Y,15,14,14,13,12,12
6424,MIMS WSC,MUNICIPAL,D,MARION,Y,123,128,135,139,143,149
6425,MINDEN BRACHFIELD WSC,MUNICIPAL,I,PANOLA,Y,13,15,19,20,22,24
6425,MINDEN BRACHFIELD WSC,MUNICIPAL,I,RUSK,Y,213,207,196,185,173,161
6426,MIRANDO CITY WSC,MUNICIPAL,M,WEBB,N,29,30,30,30,30,29
6427,MISSOURI CITY,MUNICIPAL,H,FORT BEND,N,1524,1784,1909,1966,2069,2117
6429,MONTGOMERY COUNTY MUD 112,MUNICIPAL,H,MONTGOMERY,N,862,915,975,979,1002,1265
6430,MONTGOMERY COUNTY MUD 115,MUNICIPAL,H,MONTGOMERY,N,823,842,876,896,927,958
6431,MONTGOMERY COUNTY MUD 119,MUNICIPAL,H,MONTGOMERY,N,1435,1570,1638,1707,1777,1849
6432,MONTGOMERY COUNTY MUD 56,MUNICIPAL,H,MONTGOMERY,N,104,108,117,119,122,124
6433,MONTGOMERY COUNTY MUD 84,MUNICIPAL,H,MONTGOMERY,N,526,556,581,604,627,650
6434,MONTGOMERY COUNTY MUD 88,MUNICIPAL,H,MONTGOMERY,N,663,663,666,667,688,712
6435,MONTGOMERY COUNTY MUD 95,MUNICIPAL,H,MONTGOMERY,N,535,669,723,726,743,749
6436,MONTGOMERY COUNTY MUD 98,MUNICIPAL,H,MONTGOMERY,N,268,273,282,290,299,308
6437,MONTGOMERY COUNTY MUD 99,MUNICIPAL,H,MONTGOMERY,N,329,362,419,436,473,476
6438,MOORE STATION WSC,MUNICIPAL,I,HENDERSON,N,382,412,408,420,433,445
6439,MOORE WSC,MUNICIPAL,L,FRIO,N,112,130,143,145,147,149
6440,MORGANS POINT,MUNICIPAL,H,HARRIS,N,152,159,159,159,158,153
6441,MOSCOW WSC,MUNICIPAL,H,POLK,Y,30,32,33,35,36,38
6441,MOSCOW WSC,MUNICIPAL,I,POLK,Y,85,91,95,98,102,106
6441,MOSCOW WSC,MUNICIPAL,I,TYLER,Y,3,4,5,6,7,8
6442,MOUNTAIN WSC,MUNICIPAL,G,CORYELL,N,334,341,345,343,340,337
6443,MSEC ENTERPRISES,MUNICIPAL,G,GRIMES,Y,44,69,107,166,257,400
